jobID,agency,numOfPositions,civilServiceTitle,titleCodeNum,jobCategory,salaryFrom,salaryTo,month,year	
170989,OFFICE OF COLLECTIVE BARGAININ,1,COLLEGE AIDE (ALL CITY DEPTS),10209,Clerical & Administrative Support,19404.0,22974.336000000003,10,2014	
458758,POLICE DEPARTMENT,2,ASSOCIATE STAFF ANALYST,12627,Administration & Human Resources,65731.0,97873.0,2,2021	
459632,DEPT OF INFO TECH & TELECOMM,2,TELECOMMUNICATION MANAGER,82984,"Technology, Data & Innovation",72038.0,180000.0,3,2021	
442360,DEPARTMENT OF TRANSPORTATION,1,COMMUNITY COORDINATOR,56058,Legal Affairs,54100.0,83981.0,8,2020	
441298,NYC HOUSING AUTHORITY,2,ASSOCIATE PROJECT MANAGER,22427,"Engineering, Architecture, & Planning",74650.0,109409.0,7,2020	
459626,HUMAN RIGHTS COMMISSION,1,EXECUTIVE AGENCY COUNSEL,95005,"Communications & Intergovernmental Affairs Legal Affairs Policy, Research & Analysis",155000.0,155000.0,3,2021	
455903,DEPARTMENT OF CORRECTION,1,AGENCY ATTORNEY,30087,"Policy, Research & Analysis",83158.0,95632.0,12,2020	
460197,HOUSING PRESERVATION & DVLPMNT,1,ADMINISTRATIVE PROJECT DIRECTO,9556A,Constituent Services & Community Programs,90000.0,105000.0,3,2021	
458504,DEPT OF PARKS & RECREATION,20,CITY SEASONAL AIDE,91406,Building Operations & Maintenance,34261.920000000006,34261.920000000006,2,2021	
403522,BUSINESS INTEGRITY COMMISSION,2,AGENCY ATTORNEY,30087,"Legal Affairs Public Safety, Inspections, & Enforcement",70000.0,80000.0,8,2019	
266542,NYC EMPLOYEES RETIREMENT SYS,1,COMPUTER SYSTEMS MANAGER,10050,"Technology, Data & Innovation",54643.0,150371.0,10,2016	
421496,DEPT OF HEALTH/MENTAL HYGIENE,1,CITY RESEARCH SCIENTIST,21744,"Health Policy, Research & Analysis",75504.0,94761.0,3,2021	
246734,ADMIN FOR CHILDREN'S SVCS,1,ASSOCIATE STAFF ANALYST,12627,"Finance, Accounting, & Procurement",63817.0,95022.0,8,2016	
269889,POLICE DEPARTMENT,1,CRIMINALIST ASSISTANT DIRECTOR,2184C,"Public Safety, Inspections, & Enforcement",60435.0,161497.0,11,2016	
456866,POLICE DEPARTMENT,2,SENIOR POLICE ADMINISTRATIVE A,10147,Administration & Human Resources,43929.0,57093.0,3,2021	
440865,DEPT OF HEALTH/MENTAL HYGIENE,1,CITY MEDICAL SPECIALIST (PART-,53040,Health,19189.800000000003,23662.800000000003,3,2021	
458399,NYC HOUSING AUTHORITY,2,COMMUNITY COORDINATOR,56058,Constituent Services & Community Programs Health,54100.0,83981.0,3,2021	
454356,DEPARTMENT OF TRANSPORTATION,3,CLIMBER & PRUNER,81303,"Building Operations & Maintenance Public Safety, Inspections, & Enforcement",55806.0,69093.0,12,2020	
458406,OFFICE OF THE COMPTROLLER,1,AGENCY ATTORNEY,30087,Legal Affairs,65000.0,75000.0,2,2021	
436199,NYC HOUSING AUTHORITY,4,CONSTRUCTION PROJECT MANAGER,34202,"Engineering, Architecture, & Planning",72063.0,122168.0,4,2020	
291589,POLICE DEPARTMENT,1,ASSOCIATE STAFF ANALYST,12627,"Administration & Human Resources Finance, Accounting, & Procurement",65731.0,97873.0,7,2017	
401852,NYC EMPLOYEES RETIREMENT SYS,1,COMPUTER SPECIALIST (SOFTWARE),13632,"Technology, Data & Innovation",82884.0,106786.0,7,2019	
456124,HRA/DEPT OF SOCIAL SERVICES,1,CONTRACT SPECIALIST,40561,"Finance, Accounting, & Procurement Social Services",51132.0,58802.0,2,2021	
459723,DEPT OF INFO TECH & TELECOMM,1,IT INFRASTRUCTURE ENGINEER,95714,"Technology, Data & Innovation",75000.0,120000.0,3,2021	
459311,OFFICE OF MANAGEMENT & BUDGET,1,BUDGET ANALYST (OMB)-MANAGERIA,0608A,"Finance, Accounting, & Procurement Policy, Research & Analysis",141766.0,208826.0,3,2021	
441706,TAXI & LIMOUSINE COMMISSION,1,EXECUTIVE AGENCY COUNSEL,95005,Legal Affairs,97830.0,229000.0,7,2020	
248047,LAW DEPARTMENT,1,COMPUTER ASSOC (SOFTWARE),13631,Information Technology & Telecommunications,60189.0,83440.0,7,2016	
427536,FINANCIAL INFO SVCS AGENCY,1,CITY CUSTODIAL ASSISTANT,90644,Building Operations & Maintenance,32260.0,44677.0,1,2020	
346491,DEPT OF HEALTH/MENTAL HYGIENE,1,MOTOR VEHICLE OPERATOR,91212,Health,37200.0,46476.0,6,2018	
416466,NYC HOUSING AUTHORITY,5,CONSTRUCTION PROJECT MANAGER,34202,"Engineering, Architecture, & Planning",55416.0,83151.0,3,2021	
450712,DEPARTMENT FOR THE AGING,1,SUPERVISOR III (SOCIAL SERVICE,52313,Constituent Services & Community Programs Health Social Services,80646.79392,92743.58016000001,3,2021	
439609,DEPT OF YOUTH & COMM DEV SRVS,1,CONTRACT SPECIALIST,40561,Constituent Services & Community Programs,51132.0,78966.0,4,2020	
458961,DEPT OF HEALTH/MENTAL HYGIENE,1,STRATEGIC INITIATIVE SPECIALIS,13402,Health,40000.0,145000.0,3,2021	
458538,DEPT OF PARKS & RECREATION,20,CITY PARK WORKER,90641,Building Operations & Maintenance,36870.70464,36870.70464,2,2021	
397814,NYC HOUSING AUTHORITY,1,QUALITY ASSURANCE SPECIALIST,34171,"Finance, Accounting, & Procurement",42857.0,60810.0,3,2021	
378703,NYC EMPLOYEES RETIREMENT SYS,1,CERTIFIED IT ADMINISTRATOR (LA,13652,"Technology, Data & Innovation",82884.0,116391.0,1,2019	
459875,DEPARTMENT OF CITY PLANNING,1,ASSISTANT URBAN DESIGNER,22092,"Engineering, Architecture, & Planning",57078.0,65640.0,3,2021	
458324,CULTURAL AFFAIRS,2,ASSOCIATE ARTS PROGRAMS SPECIA,60496,Constituent Services & Community Programs,51538.0,59269.0,2,2021	
427536,FINANCIAL INFO SVCS AGENCY,1,CITY CUSTODIAL ASSISTANT,90644,Building Operations & Maintenance,32260.0,44677.0,1,2020	
458521,DEPT OF PARKS & RECREATION,40,CITY PARK WORKER,90641,Building Operations & Maintenance,36870.70464,36870.70464,2,2021	
458921,CONSUMER AFFAIRS,1,AGENCY ATTORNEY,30087,"Policy, Research & Analysis",63228.0,72712.0,3,2021	
384305,DEPARTMENT OF CORRECTION,1,COMPUTER OPERATIONS MANAGER (S,10074,"Technology, Data & Innovation",100000.0,120000.0,2,2019	
380943,NYC HOUSING AUTHORITY,91,CARETAKER (HA),90645,Building Operations & Maintenance,29636.0,43079.0,9,2019	
441015,DEPARTMENT OF TRANSPORTATION,2,EXECUTIVE AGENCY COUNSEL,95005,Legal Affairs,88936.0,223761.0,8,2020	
272382,DEPT OF ENVIRONMENT PROTECTION,1,ASSOCIATE PUBLIC HEALTH SANITA,31220,"Public Safety, Inspections, & Enforcement",60673.0,91795.0,11,2016	
367653,DEPT OF HEALTH/MENTAL HYGIENE,1,COMPUTER ASSOC (SOFTWARE),13631,"Technology, Data & Innovation",64657.0,74356.0,9,2018	
459958,NYC HOUSING AUTHORITY,10,QUALITY ASSURANCE SPECIALIST (,34173,"Public Safety, Inspections, & Enforcement",45137.0,64043.0,3,2021	
385235,LAW DEPARTMENT,1,MEDICOLEGAL ANALYST (LAW DEPT),06591,Health Legal Affairs,61950.0,81801.0,2,2019	
421783,HUMAN RIGHTS COMMISSION,2,AGENCY ATTORNEY,30087,Legal Affairs,63228.0,72712.0,11,2019	
396434,NYC HOUSING AUTHORITY,8,THERMOSTAT REPAIRER,91940,Building Operations & Maintenance,117067.104,117067.104,6,2019	
451078,DEPARTMENT FOR THE AGING,1,ADMINISTRATIVE STAFF ANALYST (,10026,"Administration & Human Resources Constituent Services & Community Programs Policy, Research & Analysis Social Services",135000.0,168000.0,2,2021	
455426,DEPT OF YOUTH & COMM DEV SRVS,1,ASSOCIATE CONTRACT SPECIALIST,40562,Constituent Services & Community Programs,60193.0,90704.0,2,2021	
316959,LAW DEPARTMENT,1,CLERICAL ASSOCIATE,10251,Legal Affairs,33875.0,54879.0,12,2017	
366589,ADMIN FOR CHILDREN'S SVCS,1,PROGRAM EVALUATOR (ACS),52416,Social Services,61850.0,76745.0,9,2018	
458879,POLICE DEPARTMENT,2,POLICE ADMINISTRATIVE AIDE,10144,Administration & Human Resources,36390.0,55228.0,3,2021	
458280,DEPARTMENT OF SANITATION,1,ADMINISTRATIVE BUSINESS PROMOT,10009,"Finance, Accounting, & Procurement",80931.0,208826.0,3,2021	
458568,OFFICE OF THE COMPTROLLER,2,IT SECURITY SPECIALIST,95622,"Technology, Data & Innovation",75000.0,90000.0,3,2021	
456151,DEPT OF HEALTH/MENTAL HYGIENE,1,SPECIAL CONSULTANT (MENTAL HEA,51001,Constituent Services & Community Programs Health Social Services,60132.0,82086.0,1,2021	
458259,OFFICE OF THE COMPTROLLER,1,CONTRACT SPECIALIST,40561,"Finance, Accounting, & Procurement",50000.0,65000.0,2,2021	
440091,DEPARTMENT FOR THE AGING,1,COMMUNITY COORDINATOR,56058,"Constituent Services & Community Programs Communications & Intergovernmental Affairs Policy, Research & Analysis Social Services",65666.24064,75516.15456,2,2021	
239551,ADMIN FOR CHILDREN'S SVCS,1,COMPUTER ASSOC (TECH SUPP),13611,Social Services,46405.0,67568.0,5,2016	
439196,HUMAN RIGHTS COMMISSION,2,HUMAN RIGHTS SPECIALIST (COMM,55018,Constituent Services & Community Programs Social Services,49371.0,56777.0,4,2020	
436852,FINANCIAL INFO SVCS AGENCY,1,IT INFRASTRUCTURE ENGINEER,95714,"Technology, Data & Innovation",125000.0,132000.0,3,2020	
447680,OFFICE OF THE COMPTROLLER,1,AGENCY ATTORNEY,30087,Legal Affairs,70000.0,85000.0,10,2020	
248031,LAW DEPARTMENT,1,COMPUTER ASSOC (SOFTWARE),13631,Information Technology & Telecommunications,64807.0,90202.0,7,2016	
445528,OFFICE OF THE COMPTROLLER,1,INVESTMENT ANALYST,40925,"Finance, Accounting, & Procurement",85000.0,95000.0,9,2020	
440865,DEPT OF HEALTH/MENTAL HYGIENE,1,CITY MEDICAL SPECIALIST (PART-,53040,Health,19189.800000000003,23662.800000000003,3,2021	
415211,DEPARTMENT OF CORRECTION,1,CITY RESEARCH SCIENTIST,21744,"Technology, Data & Innovation Policy, Research & Analysis",73305.0,84301.0,10,2019	
457808,NYC EMPLOYEES RETIREMENT SYS,1,CERTIFIED IT ADMINISTRATOR (LA,13652,"Technology, Data & Innovation",81951.0,111330.0,2,2021	
455319,DEPT OF YOUTH & COMM DEV SRVS,1,ASSOCIATE CONTRACT SPECIALIST,40562,Constituent Services & Community Programs,60193.0,90704.0,2,2021	
460270,TEACHERS RETIREMENT SYSTEM,1,ADMINISTRATIVE RETIREMENT BENE,82986,"Finance, Accounting, & Procurement Policy, Research & Analysis",80931.0,97500.0,3,2021	
455794,DEPARTMENT OF INVESTIGATION,3,CONFIDENTIAL INVESTIGATOR,31143,"Public Safety, Inspections, & Enforcement",55000.0,60000.0,12,2020	
445309,DEPT OF INFO TECH & TELECOMM,1,CYBER SECURITY ANALYST,13633,"Technology, Data & Innovation",78795.0,113300.0,2,2021	
339370,ADMIN FOR CHILDREN'S SVCS,1,CHILD PROTECTIVE SPECIALIST (C,52366,Legal Affairs,51315.0,54720.0,3,2018	
459007,NYC EMPLOYEES RETIREMENT SYS,1,CONFIDENTIAL STRATEGY PLANNER,54736,"Finance, Accounting, & Procurement",53388.0,97876.0,3,2021	
458370,NYC EMPLOYEES RETIREMENT SYS,1,COMPUTER SYSTEMS MANAGER,10050,"Technology, Data & Innovation",58700.0,161534.0,2,2021	
458117,OFFICE OF THE COMPTROLLER,1,INVESTMENT ANALYST,40925,"Finance, Accounting, & Procurement",65000.0,75000.0,2,2021	
459790,HRA/DEPT OF SOCIAL SERVICES,1,ADM MANAGER-NON-MGRL FRM M1/M2,1002C,"Administration & Human Resources Constituent Services & Community Programs Communications & Intergovernmental Affairs Finance, Accounting, & Procurement Social Services",76270.0,98830.0,3,2021	
421496,DEPT OF HEALTH/MENTAL HYGIENE,1,CITY RESEARCH SCIENTIST,21744,"Health Policy, Research & Analysis",75504.0,94761.0,3,2021	
390569,LAW DEPARTMENT,1,CLERICAL ASSOCIATE,10251,Administration & Human Resources Building Operations & Maintenance,35330.0,40629.0,4,2019	
203387,DEPT OF HEALTH/MENTAL HYGIENE,1,PUBLIC HEALTH ADVISER,51191,Health,41715.71712000001,53870.60448000001,8,2015	
445715,DEPT OF INFO TECH & TELECOMM,2,CYBER SECURITY ANALYST,13633,"Technology, Data & Innovation",78795.0,110000.0,3,2021	
440244,NYC HOUSING AUTHORITY,1,AGENCY ATTORNEY,30087,"Legal Affairs Policy, Research & Analysis",79620.0,110000.0,6,2020	
436852,FINANCIAL INFO SVCS AGENCY,1,IT INFRASTRUCTURE ENGINEER,95714,"Technology, Data & Innovation",125000.0,132000.0,3,2020	
424720,OFF OF PAYROLL ADMINISTRATION,1,CLERICAL ASSOCIATE,10251,"Finance, Accounting, & Procurement Policy, Research & Analysis",40017.0,62820.0,12,2019	
442828,ADMIN TRIALS AND HEARINGS,1,AGENCY ATTORNEY INTERNE,30086,Legal Affairs,75737.02752000002,75737.02752000002,2,2021	
440527,NYC EMPLOYEES RETIREMENT SYS,1,ADMINISTRATIVE MANAGEMENT AUDI,10010,Administration & Human Resources,88936.0,223761.0,6,2020	
459632,DEPT OF INFO TECH & TELECOMM,2,TELECOMMUNICATION MANAGER,82984,"Technology, Data & Innovation",72038.0,180000.0,3,2021	
430302,OFF OF PAYROLL ADMINISTRATION,1,CLERICAL ASSOCIATE,10251,"Technology, Data & Innovation Policy, Research & Analysis",32850.0,48940.0,1,2020	
459972,NYC HOUSING AUTHORITY,1,RESIDENT BUILDING SUPERINTENDE,80310,"Administration & Human Resources Building Operations & Maintenance Policy, Research & Analysis Public Safety, Inspections, & Enforcement Social Services",60171.0,93630.0,3,2021	
457622,DEPT OF INFO TECH & TELECOMM,1,TELECOMMUNICATION MANAGER,82984,"Technology, Data & Innovation",88936.0,220000.0,2,2021	
248047,LAW DEPARTMENT,1,COMPUTER ASSOC (SOFTWARE),13631,Information Technology & Telecommunications,60189.0,83440.0,7,2016	
235309,DEPT OF HEALTH/MENTAL HYGIENE,1,PEST CONTROL AIDE,90500,"Public Safety, Inspections, & Enforcement",26457.0,32665.0,3,2016	
408047,FINANCIAL INFO SVCS AGENCY,1,IT INFRASTRUCTURE ENGINEER,95714,"Technology, Data & Innovation",75000.0,130000.0,8,2019	
455781,ADMIN TRIALS AND HEARINGS,1,AGENCY ATTORNEY,30087,Administration & Human Resources Legal Affairs,71423.0,82137.0,3,2021	
460270,TEACHERS RETIREMENT SYSTEM,1,ADMINISTRATIVE RETIREMENT BENE,82986,"Finance, Accounting, & Procurement Policy, Research & Analysis",80931.0,97500.0,3,2021	
455564,OFFICE OF THE COMPTROLLER,1,"LEGAL SECRETARIAL ASST- L2,3,4",1022A,Legal Affairs,42000.0,50000.0,12,2020	
431033,HUMAN RIGHTS COMMISSION,1,ASSOCIATE HUMAN RIGHTS SPECIAL,55038,Constituent Services & Community Programs,58449.0,67216.0,1,2020	
460202,DEPARTMENT OF CORRECTION,3,SUPERVISOR OF MECHANICS,90774,"Engineering, Architecture, & Planning",128963.51999999999,128963.51999999999,3,2021	
440467,DEPT OF HEALTH/MENTAL HYGIENE,1,IT AUTOMATION AND MONITORING E,95712,"Health Technology, Data & Innovation",91034.47584,131769.79200000002,3,2021	
230974,ADMIN FOR CHILDREN'S SVCS,7,CHILD AND FAMILY SPECIALIST,52408,Social Services,66000.0,89008.0,8,2016	
403516,BUSINESS INTEGRITY COMMISSION,2,EXECUTIVE AGENCY COUNSEL,95005,"Legal Affairs Public Safety, Inspections, & Enforcement",90000.0,100000.0,8,2019	
424739,DEPARTMENT OF CORRECTION,1,COMPUTER SYSTEMS MANAGER,10050,"Technology, Data & Innovation",99792.00000000003,196822.86624000006,12,2019	
460228,HOUSING PRESERVATION & DVLPMNT,1,CONSTRUCTION PROJECT MANAGER,34202,Building Operations & Maintenance,72063.0,82872.0,3,2021	
458424,CONSUMER AFFAIRS,1,ADMINISTRATIVE PUBLIC INFORMAT,10033,Communications & Intergovernmental Affairs,64922.0,70011.0,2,2021	
460421,DEPARTMENT OF PROBATION,2,COMMUNITY COORDINATOR,56058,Constituent Services & Community Programs,54100.0,83981.0,3,2021	
454555,DEPT OF HEALTH/MENTAL HYGIENE,27,JR PHNURSE (SCH HLTH)>20 HR PT,5100B,Health,92451.744,92451.744,12,2020	
460082,DEPARTMENT OF CORRECTION,1,EXECUTIVE AGENCY COUNSEL,95005,Legal Affairs,120000.0,150000.0,3,2021	
458227,DEPT OF ENVIRONMENT PROTECTION,80,CITY PARK WORKER,90641,Building Operations & Maintenance,36870.70464,36870.70464,2,2021	
458386,FINANCIAL INFO SVCS AGENCY,1,IT AUTOMATION AND MONITORING E,95712,"Technology, Data & Innovation",75000.0,90000.0,2,2021	
460097,HOUSING PRESERVATION & DVLPMNT,1,ADM MANAGER-NON-MGRL FRM M1/M2,1002C,Legal Affairs,66322.0,76270.0,3,2021	
455922,DEPT OF INFO TECH & TELECOMM,1,TELECOMMUNICATIONS MANAGER (NO,8298A,"Technology, Data & Innovation",58700.0,146153.0,3,2021	
459263,OFFICE OF MANAGEMENT & BUDGET,1,BUDGET ANALYST (OMB),06088,"Finance, Accounting, & Procurement Policy, Research & Analysis",46856.0,84395.0,3,2021	
209609,DEPT OF HEALTH/MENTAL HYGIENE,1,CLERICAL ASSOCIATE,10251,Clerical & Administrative Support,28965.0,43152.0,8,2015	
427472,DEPARTMENT OF INVESTIGATION,1,CONFIDENTIAL INVESTIGATOR,31143,"Legal Affairs Policy, Research & Analysis Public Safety, Inspections, & Enforcement",50000.0,55055.0,1,2020	
460120,DEPARTMENT OF CITY PLANNING,1,ADMINISTRATIVE CITY PLANNER,10053,"Engineering, Architecture, & Planning",130000.0,155000.0,3,2021	
458950,CONSUMER AFFAIRS,1,CONFIDENTIAL EXAMINER,13224,Legal Affairs,0.0,55000.0,3,2021	
458090,DEPT OF INFO TECH & TELECOMM,1,COMPUTER SYSTEMS MANAGER,10050,"Technology, Data & Innovation",72038.0,180000.0,3,2021	
459311,OFFICE OF MANAGEMENT & BUDGET,1,BUDGET ANALYST (OMB)-MANAGERIA,0608A,"Finance, Accounting, & Procurement Policy, Research & Analysis",141766.0,208826.0,3,2021	
460002,CONSUMER AFFAIRS,1,COMPUTER SPECIALIST (SOFTWARE),13632,"Technology, Data & Innovation",92194.0,113736.0,3,2021	
381492,NYC HOUSING AUTHORITY,2,COMMUNITY ASSOCIATE,56057,"Policy, Research & Analysis Public Safety, Inspections, & Enforcement",52000.0,61936.0,5,2019	
439342,NYC EMPLOYEES RETIREMENT SYS,1,COMPUTER SPECIALIST (SOFTWARE),13632,"Technology, Data & Innovation",98901.0,136951.0,4,2020	
312210,NYC EMPLOYEES RETIREMENT SYS,1,COMPUTER SYSTEMS MANAGER,10050,"Technology, Data & Innovation",54643.0,150371.0,11,2017	
420423,NYC EMPLOYEES RETIREMENT SYS,1,CERTIFIED IT ADMINISTRATOR (LA,13652,"Technology, Data & Innovation",82884.0,95317.0,10,2019	
396829,HOUSING PRESERVATION & DVLPMNT,1,ASSOCIATE HOUSING DEVELOPMENT,22508,Constituent Services & Community Programs,72476.0,83347.0,5,2019	
456760,TAXI & LIMOUSINE COMMISSION,5,AGENCY ATTORNEY INTERNE,30086,Legal Affairs,62397.0,75760.0,1,2021	
352367,DEPT OF HEALTH/MENTAL HYGIENE,2,ECONOMIST,40910,"Finance, Accounting, & Procurement",42288.0,59400.0,7,2018	
439675,NYC HOUSING AUTHORITY,5,PLUMBER'S HELPER,91916,Building Operations & Maintenance,81940.32,81940.32,4,2020	
458668,DEPT OF ENVIRONMENT PROTECTION,1,MECHANICAL ENGINEER,20415,"Engineering, Architecture, & Planning",90114.0,122168.0,3,2021	
457176,DEPT OF HEALTH/MENTAL HYGIENE,1,REGIONAL DIRECTOR MENTAL HEALT,95488,Health,58700.0,95000.0,3,2021	
447637,OFFICE OF THE COMPTROLLER,1,ADMINISTRATIVE ACCOUNTANT (NON,1000B,"Finance, Accounting, & Procurement",80000.0,95000.0,10,2020	
460149,DEPARTMENT OF CITY PLANNING,1,CITY PLANNER,22122,"Engineering, Architecture, & Planning",73294.0,91031.0,3,2021	
455029,DEPT OF ENVIRONMENT PROTECTION,1,PRINCIPAL ADMINISTRATIVE ASSOC,10124,"Administration & Human Resources Finance, Accounting, & Procurement",53057.0,77124.0,12,2020	
454725,LAW DEPARTMENT,1,ADMINISTRATIVE STAFF ANALYST (,1002A,"Finance, Accounting, & Procurement",91313.0,91313.0,12,2020	
454725,LAW DEPARTMENT,1,ADMINISTRATIVE STAFF ANALYST (,1002A,"Finance, Accounting, & Procurement",91313.0,91313.0,12,2020	
448861,POLICE DEPARTMENT,1,ELEVATOR MECHANIC,90710,Building Operations & Maintenance,100416.95999999999,100416.95999999999,3,2021	
458538,DEPT OF PARKS & RECREATION,20,CITY PARK WORKER,90641,Building Operations & Maintenance,36870.70464,36870.70464,2,2021	
458538,DEPT OF PARKS & RECREATION,20,CITY PARK WORKER,90641,Building Operations & Maintenance,36870.70464,36870.70464,2,2021	
455429,DEPT OF INFO TECH & TELECOMM,1,TELECOMMUNICATION MANAGER,82984,"Technology, Data & Innovation",80931.0,185000.0,3,2021	
459182,POLICE DEPARTMENT,1,POLICE ADMINISTRATIVE AIDE,10144,Administration & Human Resources,36390.0,55228.0,3,2021	
436911,DEPT OF INFO TECH & TELECOMM,2,CYBER SECURITY ANALYST,13633,"Technology, Data & Innovation",78795.0,110000.0,3,2021	
459035,POLICE DEPARTMENT,1,ADM MANAGER-NON-MGRL FRM M1/M2,1002C,Administration & Human Resources,60718.0,90773.0,3,2021	
454951,DEPARTMENT OF CORRECTION,1,EXECUTIVE AGENCY COUNSEL,95005,Administration & Human Resources,130000.0,150000.0,12,2020	
456735,TAXI & LIMOUSINE COMMISSION,1,COMMUNITY COORDINATOR,56058,"Public Safety, Inspections, & Enforcement",54100.0,83981.0,1,2021	
456365,HRA/DEPT OF SOCIAL SERVICES,1,ADM PROC ANAL-NM FRM M1-3,8297A,Administration & Human Resources Social Services,65232.0,151810.0,2,2021	
458508,DEPT OF PARKS & RECREATION,40,CITY PARK WORKER,90641,Building Operations & Maintenance,36870.70464,36870.70464,2,2021	
458508,DEPT OF PARKS & RECREATION,40,CITY PARK WORKER,90641,Building Operations & Maintenance,36870.70464,36870.70464,2,2021	
427345,LAW DEPARTMENT,2,PARALEGAL AIDE,30080,Communications & Intergovernmental Affairs Legal Affairs,43197.0,60449.0,1,2020	
432810,TAXI & LIMOUSINE COMMISSION,1,CLERICAL ASSOCIATE,10251,"Public Safety, Inspections, & Enforcement",36390.0,58953.0,2,2020	
442430,DEPT OF HEALTH/MENTAL HYGIENE,1,COMPUTER SYSTEMS MANAGER,10050,"Health Technology, Data & Innovation",80931.0,176778.0,1,2021	
455319,DEPT OF YOUTH & COMM DEV SRVS,1,ASSOCIATE CONTRACT SPECIALIST,40562,Constituent Services & Community Programs,60193.0,90704.0,2,2021	
440244,NYC HOUSING AUTHORITY,1,AGENCY ATTORNEY,30087,"Legal Affairs Policy, Research & Analysis",79620.0,110000.0,6,2020	
454893,OFFICE OF EMERGENCY MANAGEMENT,1,EMERGENCY PREPAREDNESS SPECIAL,06766,"Technology, Data & Innovation",65000.0,79000.0,12,2020	
441327,FINANCIAL INFO SVCS AGENCY,1,IT SERVICE MANAGEMENT SPECIALI,95713,"Technology, Data & Innovation",110000.0,130000.0,6,2020	
458009,OFF OF PAYROLL ADMINISTRATION,1,ACCOUNTANT,40510,"Finance, Accounting, & Procurement",56013.0,89610.0,2,2021	
439200,HUMAN RIGHTS COMMISSION,1,EXECUTIVE AGENCY COUNSEL,95005,Legal Affairs,58700.0,95000.0,4,2020	
458285,OFFICE OF THE COMPTROLLER,1,INVESTMENT MANAGER (COMPTROLLE,95611,"Finance, Accounting, & Procurement",110000.0,133900.0,2,2021	
435615,FINANCIAL INFO SVCS AGENCY,1,COMPUTER ASSOC (OPERATIONS),13621,"Technology, Data & Innovation",58918.0,74652.0,2,2020	
243640,ADMIN FOR CHILDREN'S SVCS,2,ADMINISTRATIVE DIRECTOR OF RES,10016,Social Services,53051.0,145991.0,7,2016	
445338,DEPT OF INFO TECH & TELECOMM,5,IT SECURITY SPECIALIST,95622,"Technology, Data & Innovation",0.0,120000.0,1,2021	
456253,TAXI & LIMOUSINE COMMISSION,1,COMMUNITY ASSOCIATE,56057,"Finance, Accounting, & Procurement",38333.0,48491.0,1,2021	
456914,DEPT OF INFO TECH & TELECOMM,1,TELECOMMUNICATIONS MANAGER (NO,8298A,"Technology, Data & Innovation",58700.0,155000.0,3,2021	
